Fund,Company Name,Deployment Address,Deployment City,Deployment State,Deployment ZIP Code,Locations Deployed,Download/Upload Speed Tier,Deployment Year,Census Block,Latitude,Longitude,SAC
CAF II,"CENTURYLINK, INC.",2037 BUCK MOUNTAIN RD,FREE UNION,VA,22940,1,10 Mbps/1 Mbps,2017,510030101003007,38.155026,-78.549844,190567
CAF II,"CENTURYLINK, INC.",2627 BROWNS GAP TPKE,CHARLOTTESVILLE,VA,22901,2,10 Mbps/1 Mbps,2017,510030101003063,38.109282,-78.662225,190567
CAF II,"CENTURYLINK, INC.",5417 SUGAR HOLLOW RD,CROZET,VA,22932,1,10 Mbps/1 Mbps,2017,510030101002148,38.1243,-78.687321,190567
CAF II,"CENTURYLINK, INC.",APPROXIMATELY 0.2 MILES W OF STILLHOUSE RIDGE LN & POUNDING CREEK RD,CROZET,VA,22959,1,10 Mbps/1 Mbps,2017,510030112013041,37.994936,-78.71573,190567
CAF II,"CENTURYLINK, INC.",73 MILLERS MILL WAY,LEXINGTON,VA,24450,1,10 Mbps/1 Mbps,2017,511639302003187,37.856198,-79.495826,190567
CAF II,"CENTURYLINK, INC.",LESS THAN 0.1 MILES W OF SANDY RUN LN & JORDAN STORE RD,PALMYRA,VA,23084,2,10 Mbps/1 Mbps,2017,510650202001029,37.925844,-78.137454,190567
CAF II,"CENTURYLINK, INC.",1075 WATERSIDE DR,STANLEY,VA,22851,1,10 Mbps/1 Mbps,2017,511390304005002,38.577914,-78.589442,190567
CAF II,"CENTURYLINK, INC.",3622 BLANDEMAR DR,CHARLOTTESVILLE,VA,22903,1,10 Mbps/1 Mbps,2017,510030112021012,37.99925,-78.621296,190567
CAF II,"CENTURYLINK, INC.",1573 HUNTERS LODGE RD,TROY,VA,22974,2,10 Mbps/1 Mbps,2017,510650201011047,37.935397,-78.219892,190567
CAF II,"CENTURYLINK, INC.",154 PATTERSON MILL LN,CROZET,VA,22932,1,10 Mbps/1 Mbps,2017,510030112011117,38.042735,-78.727246,190567
CAF II,"CENTURYLINK, INC.",1566 SUNFLOWER FIELDS DR,RUCKERSVILLE,VA,22968,1,10 Mbps/1 Mbps,2017,510030102012003,38.191959,-78.44382,190567
CAF II,"CENTURYLINK, INC.",LESS THAN 0.1 MILES SE OF TURKEY RIDGE RD & TRANQUIL LN,STANARDSVILLE,VA,22973,1,10 Mbps/1 Mbps,2017,510790301011080,38.339974,-78.464454,190567
CAF II,"CENTURYLINK, INC.",4039 RISING SUN RD,PALMYRA,VA,22963,1,10 Mbps/1 Mbps,2017,510650202001069,37.898216,-78.22043,190567
CAF II,"CENTURYLINK, INC.",3708 KENTS STORE WAY,KENTS STORE,VA,23084,1,10 Mbps/1 Mbps,2016,510650202001008,37.924141,-78.114824,190567
CAF II,"CENTURYLINK, INC.",212 RIVERBEND DR,LEXINGTON,VA,24450,1,10 Mbps/1 Mbps,2017,511639301002070,37.786981,-79.418423,190567
CAF II,"CENTURYLINK, INC.",176 MOREL LN,ROCKBRIDGE BATHS,VA,24473,2,10 Mbps/1 Mbps,2017,511639301006027,37.89052,-79.352971,190567
CAF II,"CENTURYLINK, INC.",LESS THAN 0.1 MILES NE OF MONASTERY DR & CLARK RD,FREE UNION,VA,22932,1,10 Mbps/1 Mbps,2017,510030101002139,38.126325,-78.619769,190567
CAF II,"CENTURYLINK, INC.",3205 MAURY RIVER RD,LEXINGTON,VA,24450,2,10 Mbps/1 Mbps,2017,511639302002049,37.87085,-79.388024,190567
CAF II,"CENTURYLINK, INC.",100 BROWNSBURG TPKE,ROCKBRIDGE BATHS,VA,24473,1,10 Mbps/1 Mbps,2017,511639302001328,37.884404,-79.38181,190567
CAF II,"CENTURYLINK, INC.",APPROXIMATELY 0.2 MILES NE OF MOUNTAIN VIEW TRL & MOUNTAIN LAUREL PASS,STANARDSVILLE,VA,22973,1,10 Mbps/1 Mbps,2017,510790301011082,38.337297,-78.484862,190567
CAF II,"CENTURYLINK, INC.",3176 PEAVINE HOLLOW RD,CROZET,VA,22932,1,10 Mbps/1 Mbps,2016,510030101002056,38.186794,-78.604963,190567
CAF II,"CENTURYLINK, INC.",298 BUFFALO HILLS RD,EARLYSVILLE,VA,22936,1,10 Mbps/1 Mbps,2017,510030101001057,38.186382,-78.486646,190567
CAF II,"CENTURYLINK, INC.",4380 OLDFIELDS RD,FREE UNION,VA,22940,1,10 Mbps/1 Mbps,2017,510030101003001,38.156073,-78.575206,190567
CAF II,"CENTURYLINK, INC.",5987 SUGAR HOLLOW RD,CROZET,VA,22932,1,10 Mbps/1 Mbps,2017,510030101002148,38.127487,-78.704489,190567
CAF II,"CENTURYLINK, INC.",11 CHICKASAW PL,PALMYRA,VA,22963,1,10 Mbps/1 Mbps,2015,510650201021001,37.938387,-78.337443,190567
CAF II,"CENTURYLINK, INC.",3261 FOSTERS BRANCH RD,CHARLOTTESVILLE,VA,22911,1,10 Mbps/1 Mbps,2016,510030104011071,38.094282,-78.388148,190567
CAF II,"CENTURYLINK, INC.",5932 BLENHEIM RD,SCOTTSVILLE,VA,24590,2,10 Mbps/1 Mbps,2016,510030113014006,37.875916,-78.500162,190567
CAF II,"CENTURYLINK, INC.",6862 ROCKFISH RIVER RD,SCHUYLER,VA,22969,1,10 Mbps/1 Mbps,2015,511259501001012,37.795515,-78.705194,190567
CAF II,"CENTURYLINK, INC.",10 CHICKASAW PL,PALMYRA,VA,22963,1,10 Mbps/1 Mbps,2015,510650201021001,37.937562,-78.337783,190567
CAF II,"CENTURYLINK, INC.",252 EVERGREEN RD,LOUISA,VA,23093,1,10 Mbps/1 Mbps,2016,511099504001034,37.950205,-78.147404,190567
CAF II,"CENTURYLINK, INC.",2733 SOUTHERN HILLS CT,NORTH GARDEN,VA,22959,1,10 Mbps/1 Mbps,2016,510030112022026,37.95995,-78.639872,190567
CAF II,"CENTURYLINK, INC.",APPROXIMATLEY 0.4 MILES E OF STILL POND RD & CELT RD,TWIN LAKES,VA,22973,3,10 Mbps/1 Mbps,2015,510790302002024,38.230837,-78.470834,190567
CAF II,"CENTURYLINK, INC.",APPROXIMATLEY 0.2 MILES N OF CHAPMAN RD & CELT RD,TWIN LAKES,VA,22973,1,10 Mbps/1 Mbps,2016,510790301024058,38.24204,-78.484071,190567
CAF II,"CENTURYLINK, INC.",1033 BRIDLEWOOD TRL,KESWICK,VA,22947,1,10 Mbps/1 Mbps,2016,510030104012029,38.064883,-78.278593,190567
CAF II,"CENTURYLINK, INC.",1326 W RIVER RD,SCOTTSVILLE,VA,24590,1,10 Mbps/1 Mbps,2016,510650203003020,37.797329,-78.473485,190567
CAF II,"CENTURYLINK, INC.",5029 STONY POINT RD,BARBOURSVILLE,VA,22923,1,10 Mbps/1 Mbps,2016,510030104011022,38.137957,-78.324074,190567
CAF II,"CENTURYLINK, INC.",3947 ROCK BRANCH RD,NORTH GARDEN,VA,22959,1,10 Mbps/1 Mbps,2016,510030112013140,37.96878,-78.637005,190567
CAF II,"CENTURYLINK, INC.",6444 ESMONT RD,KEENE,VA,22946,1,10 Mbps/1 Mbps,2016,510030114001025,37.856273,-78.561827,190567
CAF II,"CENTURYLINK, INC.",LESS THAN 0.1 MILES SE OF SCOTTSVILLE SCHOOL RD & SCOTTSVILLE RD,SCOTTSVILLE,VA,24590,1,10 Mbps/1 Mbps,2016,510030114001058,37.818797,-78.510351,190567
CAF II,"CENTURYLINK, INC.",APPROXIMATLEY 0.4 MILES N OF HEARTWOOD RD & CRYSTAL SPRING LN,CROZET,VA,22920,1,10 Mbps/1 Mbps,2016,510030112013051,37.97283,-78.715317,190567
CAF II,"CENTURYLINK, INC.",APPROXIMATLEY 0.3 MILES NW OF SCHOOL HOUSE HL & BURCHS CREEK RD,CROZET,VA,22903,1,10 Mbps/1 Mbps,2016,510030112013040,38.00018,-78.72388,190567
CAF II,"CENTURYLINK, INC.",776 WOLF TRAP RD,CHARLOTTESVILLE,VA,22911,1,10 Mbps/1 Mbps,2016,510030105001018,38.056861,-78.411482,190567
CAF II,"CENTURYLINK, INC.",3218 SUTHERLAND RD,NORTH GARDEN,VA,22959,1,10 Mbps/1 Mbps,2016,510030112013099,37.955645,-78.685242,190567
CAF II,"CENTURYLINK, INC.",APPROXIMATLEY 0.2 MILES SW OF STEEP RDG & SLAM GATE RD,CROZET,VA,22932,1,10 Mbps/1 Mbps,2016,510030101002027,38.15111,-78.690438,190567
CAF II,"CENTURYLINK, INC.",144 CLARKS TRACT,KESWICK,VA,22947,2,10 Mbps/1 Mbps,2016,510030104013028,38.037726,-78.336857,190567
CAF II,"CENTURYLINK, INC.",85 PACE LN,CHARLOTTESVILLE,VA,22902,1,10 Mbps/1 Mbps,2016,510030113012003,37.98438,-78.502852,190567
CAF II,"CENTURYLINK, INC.",3005 OLD LYNCHBURG RD,NORTH GARDEN,VA,22959,1,10 Mbps/1 Mbps,2016,510030113014089,37.92617,-78.605352,190567
CAF II,"CENTURYLINK, INC.",LESS THAN 0.1 MILES E OF LOUISA RD & CISMONT RIDGE RD,RIVANNA,VA,22947,1,10 Mbps/1 Mbps,2016,510030104012095,38.059505,-78.28961,190567
CAF II,"CENTURYLINK, INC.",3266 LONESOME MOUNTAIN RD,CHARLOTTESVILLE,VA,22911,1,10 Mbps/1 Mbps,2016,510030104011071,38.076718,-78.388948,190567
CAF II,"CENTURYLINK, INC.",6774 GREEN MOUNTAIN RD,ESMONT,VA,22937,2,10 Mbps/1 Mbps,2015,510030114001042,37.851476,-78.598391,190567
CAF II,"CENTURYLINK, INC.",7021 THREE NOTCH RD,LOUISA,VA,23093,1,10 Mbps/1 Mbps,2016,511099503003142,37.952912,-78.169159,190567
CAF II,"CENTURYLINK, INC.",APPROXIMATLEY 0.3 MILES S OF STILLHOUSE CREEK RD & MCCAW PLACE RD,CROZET,VA,22920,1,10 Mbps/1 Mbps,2016,510030112013106,37.970733,-78.732328,190567
CAF II,"CENTURYLINK, INC.",6702 ESMONT RD,ESMONT,VA,22937,1,10 Mbps/1 Mbps,2016,510030114001025,37.850455,-78.573826,190567
CAF II,"CENTURYLINK, INC.",449 WOODSLODGE LN,KESWICK,VA,22947,1,10 Mbps/1 Mbps,2016,510650201012014,38.001414,-78.298652,190567
CAF II,"CENTURYLINK, INC.",8780 BRYANT LN,SCOTTSVILLE,VA,24590,1,10 Mbps/1 Mbps,2016,510030114003153,37.796664,-78.510537,190567
CAF II,"CENTURYLINK, INC.",LESS THAN 0.1 MILES N OF SOUTHERN HILLS DR & SOUTHERN HILLS CT,IVY,VA,22959,1,10 Mbps/1 Mbps,2016,510030112022026,37.958883,-78.641438,190567
CAF II,"CENTURYLINK, INC.",3857 JOHNSONS RD,NORTH GARDEN,VA,22959,1,10 Mbps/1 Mbps,2016,510030112022030,37.928311,-78.633404,190567
CAF II,"CENTURYLINK, INC.",5335 ALBERENE RD,NORTH GARDEN,VA,22959,1,10 Mbps/1 Mbps,2016,510030114004025,37.884638,-78.616821,190567
CAF II,"CENTURYLINK, INC.",2974 MILTON RD,CHARLOTTESVILLE,VA,22902,1,10 Mbps/1 Mbps,2016,510030104021046,37.971319,-78.406354,190567
CAF II,"CENTURYLINK, INC.",4969 BARN FIELD DR,KESWICK,VA,22947,1,10 Mbps/1 Mbps,2015,510030104013024,38.023176,-78.330853,190567
CAF II,"CENTURYLINK, INC.",CLAN CHISHOLM LN,HOLLYMEAD,VA,22936,1,10 Mbps/1 Mbps,2016,510030102022013,38.135189,-78.460726,190567
CAF II,"CENTURYLINK, INC.",LESS THAN 0.1 MILES SE OF WUTHERING HTS & TURKEY TROT DR,LEXINGTON,VA,24450,1,10 Mbps/1 Mbps,2016,511639303002052,37.758529,-79.507792,190567
CAF II,"CENTURYLINK, INC.",LESS THAN 0.1 MILES SW OF SONGBIRD LN & EVERGREEN CHURCH RD,TWIN LAKES,VA,22935,3,10 Mbps/1 Mbps,2016,510790301021086,38.269639,-78.537253,190567
CAF II,"CENTURYLINK, INC.",10 HOPI WAY,PALMYRA,VA,22963,1,10 Mbps/1 Mbps,2015,510650201021001,37.938919,-78.33713,190567
CAF II,"CENTURYLINK, INC.",2967 MILL GROVE LN,NORTH GARDEN,VA,22959,1,10 Mbps/1 Mbps,2016,510030112022055,37.954634,-78.650885,190567
CAF II,"CENTURYLINK, INC.",7850 SCOTTSVILLE RD,SCOTTSVILLE,VA,24590,3,10 Mbps/1 Mbps,2016,510030114001058,37.819221,-78.512456,190567
CAF II,"CENTURYLINK, INC.",APPROXIMATLEY 0.3 MILES S OF JAMES MADISON HWY & HADEN MARTIN RD,PALMYRA,VA,22963,1,10 Mbps/1 Mbps,2016,510650202003004,37.845255,-78.27204,190567
CAF II,"CENTURYLINK, INC.",2723 W BOTTOM RD,BREMO BLUFF,VA,23022,3,10 Mbps/1 Mbps,2015,510650202004021,37.753517,-78.268781,190567
CAF II,"CENTURYLINK, INC.",6060 PLANK RD,AFTON,VA,22920,1,10 Mbps/1 Mbps,2016,510030112013032,37.980979,-78.704525,190567
CAF II,"CENTURYLINK, INC.",6340 PLANK RD,AFTON,VA,22920,2,10 Mbps/1 Mbps,2016,510030112013041,37.98778,-78.715813,190567
CAF II,"CENTURYLINK, INC.",3399 EDGEMONT FARM,NORTH GARDEN,VA,22959,1,10 Mbps/1 Mbps,2016,510030114004019,37.905161,-78.617171,190567
CAF II,"CENTURYLINK, INC.",4176 RISING SUN LN,NORTH GARDEN,VA,22959,1,10 Mbps/1 Mbps,2016,510030112022030,37.921954,-78.625653,190567
CAF II,"CENTURYLINK, INC.",APPROXIMATLEY 0.3 MILES NW OF DYKE RD & CHURCH LN,TWIN LAKES,VA,22935,1,10 Mbps/1 Mbps,2016,510790301021089,38.240185,-78.545583,190567
CAF II,"CENTURYLINK, INC.",APPROXIMATLEY 0.2 MILES E OF STILL POND RD & CELT RD,TWIN LAKES,VA,22973,1,10 Mbps/1 Mbps,2015,510790302002024,38.23164,-78.472988,190567
CAF II,"CENTURYLINK, INC.",4052 BLUFTON MILL RD,FREE UNION,VA,22940,1,10 Mbps/1 Mbps,2016,510030101002139,38.146569,-78.61884,190567
CAF II,"CENTURYLINK, INC.",860 HAMMOCKS GAP RD,CHARLOTTESVILLE,VA,22911,1,10 Mbps/1 Mbps,2016,510030105001018,38.061221,-78.39973,190567
CAF II,"CENTURYLINK, INC.",202 VALLEY BURG RD,LURAY,VA,22835,1,10 Mbps/1 Mbps,2016,511390303001061,38.64448,-78.408098,190567
CAF II,"CENTURYLINK, INC.",1112 FRAYS MOUNTAIN RD,EARLYSVILLE,VA,22936,1,10 Mbps/1 Mbps,2016,510030102012014,38.175692,-78.459124,190567
CAF II,"CENTURYLINK, INC.",3001 OLD LYNCHBURG RD,NORTH GARDEN,VA,22959,1,10 Mbps/1 Mbps,2016,510030113014089,37.927244,-78.606256,190567
CAF II,"CENTURYLINK, INC.",APPROXIMATLEY 0.2 MILES SE OF US HIGHWAY 340 & NORTHVIEW DR,STANLEY,VA,22851,1,10 Mbps/1 Mbps,2016,511390305001071,38.611358,-78.580659,190567
CAF II,"CENTURYLINK, INC.",1610 CRAIGS STORE RD,AFTON,VA,22920,3,10 Mbps/1 Mbps,2016,510030112013050,37.99137,-78.728365,190567
CAF II,"CENTURYLINK, INC.",3218 SCOTTSVILLE RD,CHARLOTTESVILLE,VA,22902,1,10 Mbps/1 Mbps,2015,510030113012029,37.948642,-78.534835,190567
CAF II,"CENTURYLINK, INC.",20 CHICKASAW PL,PALMYRA,VA,22963,1,10 Mbps/1 Mbps,2015,510650201021001,37.938526,-78.33893,190567
CAF II,"CENTURYLINK, INC.",266 BATTLECREEK DR,STANLEY,VA,22851,2,10 Mbps/1 Mbps,2015,511390305001071,38.606758,-78.582228,190567
CAF II,"CENTURYLINK, INC.",5709 HARDROCK LN,COVESVILLE,VA,22931,1,10 Mbps/1 Mbps,2016,510030114004055,37.89471,-78.697814,190567
CAF II,"CENTURYLINK, INC.",APPROXIMATLEY 0.7 MILES N OF DYKE RD & CHURCH LN,TWIN LAKES,VA,22935,1,10 Mbps/1 Mbps,2016,510790301021089,38.24679,-78.546737,190567
CAF II,"CENTURYLINK, INC.",1408 JORDAN STORE RD,KENTS STORE,VA,23084,1,10 Mbps/1 Mbps,2016,510650202001011,37.928918,-78.138018,190567
CAF II,"CENTURYLINK, INC.",2360 MOSSING FORD RD,CHARLOTTESVILLE,VA,22911,2,10 Mbps/1 Mbps,2015,510030104011052,38.108645,-78.417911,190567
CAF II,"CENTURYLINK, INC.",4994 STONY POINT PASS,KESWICK,VA,22947,1,10 Mbps/1 Mbps,2016,510030104012034,38.074272,-78.327169,190567
CAF II,"CENTURYLINK, INC.",2604 THOMAS JEFFERSON PKWY,CHARLOTTESVILLE,VA,22902,1,10 Mbps/1 Mbps,2016,510030104021047,37.972154,-78.3921,190567
CAF II,"CENTURYLINK, INC.",2980 ALBERENE CHURCH LN,ESMONT,VA,22937,1,10 Mbps/1 Mbps,2015,510030114004025,37.888224,-78.603642,190567
CAF II,"CENTURYLINK, INC.",4532 STONY POINT RD,BARBOURSVILLE,VA,22923,1,10 Mbps/1 Mbps,2015,510030104011019,38.120592,-78.339177,190567
CAF II,"CENTURYLINK, INC.",APPROXIMATLEY 0.2 MILES SE OF US HIGHWAY 340 & BATTLECREEK DR,STANLEY,VA,22851,1,10 Mbps/1 Mbps,2016,511390305001071,38.606579,-78.581122,190567
CAF II,"CENTURYLINK, INC.",6997 ROCKFISH RIVER RD,SCHUYLER,VA,22969,1,10 Mbps/1 Mbps,2015,511259501001021,37.796541,-78.707238,190567
CAF II,"CENTURYLINK, INC.",6554 ESMONT RD,KEENE,VA,22946,1,10 Mbps/1 Mbps,2016,510030114001025,37.852412,-78.566784,190567
CAF II,"CENTURYLINK, INC.",647 LAKE MONTICELLO RD,PALMYRA,VA,22963,3,10 Mbps/1 Mbps,2015,510650201021001,37.93048,-78.348987,190567
CAF II,"CENTURYLINK, INC.",LESS THAN 0.1 MILES E OF LOUISA RD & CISMONT RIDGE RD,RIVANNA,VA,22947,1,10 Mbps/1 Mbps,2016,510030104012095,38.059457,-78.29016,190567
CAF II,"CENTURYLINK, INC.",5870 VIA LN,CROZET,VA,22932,1,10 Mbps/1 Mbps,2016,510030101002024,38.162923,-78.70395,190567
CAF II,"CENTURYLINK, INC.",5466 SERENE LN,NORTH GARDEN,VA,22959,1,10 Mbps/1 Mbps,2016,510030114004029,37.8864,-78.61779,190567
CAF II,"CENTURYLINK, INC.",973 ZION HILL RD,KESWICK,VA,22947,1,10 Mbps/1 Mbps,2016,510030104012052,38.063442,-78.295207,190567
CAF II,"CENTURYLINK, INC.",554 MAXFIELD RD,KESWICK,VA,22947,1,10 Mbps/1 Mbps,2016,510030104012055,38.04963,-78.303677,190567
CAF II,"CENTURYLINK, INC.",3201 GILBERT STATION RD,BARBOURSVILLE,VA,22923,1,10 Mbps/1 Mbps,2015,510030104011019,38.124891,-78.347314,190567
CAF II,"CENTURYLINK, INC.",LESS THAN 0.1 MILES S OF GENTRY PL & DYKE RD,TWIN LAKES,VA,22973,1,10 Mbps/1 Mbps,2016,510790301024032,38.268851,-78.515862,190567
CAF II,"CENTURYLINK, INC.",1529 RIDING CLUB RD,KEENE,VA,22946,1,10 Mbps/1 Mbps,2016,510030114001021,37.850348,-78.554824,190567
CAF II,"CENTURYLINK, INC.",3260 WATTS PSGE,CHARLOTTESVILLE,VA,22911,1,10 Mbps/1 Mbps,2016,510030104011055,38.121856,-78.386693,190567
CAF II,"CENTURYLINK, INC.",MOUNT OLIVET RD,TWIN LAKES,VA,22935,1,10 Mbps/1 Mbps,2016,510790301024034,38.259852,-78.537236,190567
CAF II,"CENTURYLINK, INC.",182 MOUNTAIN VISTA RD,SCOTTSVILLE,VA,24590,1,10 Mbps/1 Mbps,2015,510030114003001,37.806887,-78.505377,190567
CAF II,"CENTURYLINK, INC.",590 MAXFIELD RD,KESWICK,VA,22947,1,10 Mbps/1 Mbps,2016,510030104012055,38.04949,-78.306357,190567
CAF II,"CENTURYLINK, INC.",APPROXIMATLEY 0.4 MILES SW OF VENABLE RD & TABSCOTT RD,PALMYRA,VA,23084,1,10 Mbps/1 Mbps,2016,510650202002006,37.883932,-78.106917,190567
CAF II,"CENTURYLINK, INC.",1190 JORDAN STORE RD,KENTS STORE,VA,23084,1,10 Mbps/1 Mbps,2016,510650202001011,37.925909,-78.136088,190567
CAF II,"CENTURYLINK, INC.",APPROXIMATLEY 0.5 MILES NW OF SPOTSWOOD TRL & MUTTON HOLLOW RD,STANARDSVILLE,VA,22973,2,10 Mbps/1 Mbps,2016,510790301011052,38.33446,-78.500177,190567
CAF II,"CENTURYLINK, INC.",5997 PLANK RD,AFTON,VA,22920,1,10 Mbps/1 Mbps,2016,510030112013099,37.978928,-78.700131,190567
CAF II,"CENTURYLINK, INC.",2650 THOMAS JEFFERSON PKWY,CHARLOTTESVILLE,VA,22902,1,10 Mbps/1 Mbps,2016,510030104021047,37.975285,-78.387049,190567
CAF II,"CENTURYLINK, INC.",1984 IRISH RD,ESMONT,VA,22937,2,10 Mbps/1 Mbps,2016,510030114001043,37.818624,-78.57529,190567
CAF II,"CENTURYLINK, INC.",LESS THAN 0.1 MILES W OF MERRIFIELDS LN & ADVANCE MILLS RD,PINEY MOUNTAIN,VA,22968,1,10 Mbps/1 Mbps,2016,510030102012003,38.197559,-78.439735,190567
CAF II,"CENTURYLINK, INC.",5440 BREAK HEART RD,CROZET,VA,22932,1,10 Mbps/1 Mbps,2016,510030101002027,38.13955,-78.693509,190567
CAF II,"CENTURYLINK, INC.",APPROXIMATLEY 0.2 MILES SW OF VA-626 & SANDY RUN LN,PALMYRA,VA,23084,2,10 Mbps/1 Mbps,2016,510650202001029,37.924821,-78.139662,190567
CAF II,"CENTURYLINK, INC.",3007 EDGEHILL DR,CHARLOTTESVILLE,VA,22911,1,10 Mbps/1 Mbps,2016,510030104013081,38.017895,-78.392208,190567
CAF II,"CENTURYLINK, INC.",APPROXIMATLEY 0.3 MILES S OF DEERFIELD RD & BYBEE RD,PALMYRA,VA,22974,1,10 Mbps/1 Mbps,2016,510650202001017,37.944755,-78.178965,190567
CAF II,"CENTURYLINK, INC.",5138 STONY POINT PASS,KESWICK,VA,22947,2,10 Mbps/1 Mbps,2016,510030104012034,38.07038,-78.326178,190567
CAF II,"CENTURYLINK, INC.",70 QUARRY HILL LN,SCHUYLER,VA,22969,1,10 Mbps/1 Mbps,2015,511259501001016,37.796081,-78.692226,190567
CAF II,"CENTURYLINK, INC.",342 ECHO BROOK LN,KESWICK,VA,22947,1,10 Mbps/1 Mbps,2016,510030104012055,38.042923,-78.295339,190567
CAF II,"CENTURYLINK, INC.",APPROXIMATLEY 1 MILES N OF FREDERICKSBURG RD & DUNDEE RD,STANARDSVILLE,VA,22968,1,10 Mbps/1 Mbps,2016,510790301012012,38.298152,-78.370157,190567
CAF II,"CENTURYLINK, INC.",2949 OLD LYNCHBURG RD,NORTH GARDEN,VA,22959,1,10 Mbps/1 Mbps,2016,510030113014089,37.928691,-78.604002,190567
CAF II,"CENTURYLINK, INC.",3869 JOHNSONS RD,NORTH GARDEN,VA,22959,1,10 Mbps/1 Mbps,2016,510030112022030,37.928904,-78.633553,190567
CAF II,"CENTURYLINK, INC.",APPROXIMATLEY 0.7 MILES N OF FREDERICKSBURG RD & DUNDEE RD,STANARDSVILLE,VA,22968,1,10 Mbps/1 Mbps,2016,510790301012019,38.295256,-78.37415,190567
CAF II,"CENTURYLINK, INC.",5950 COVESVILLE STORE RD,COVESVILLE,VA,22931,1,10 Mbps/1 Mbps,2016,510030114004058,37.890446,-78.706343,190567
CAF II,"CENTURYLINK, INC.",3818 KEELONA FARM,CHARLOTTESVILLE,VA,22902,2,10 Mbps/1 Mbps,2016,510030113012003,37.932425,-78.517737,190567
CAF II,"CENTURYLINK, INC.",APPROXIMATLEY 0.1 MILES S OF SUNNY FIELD LN & RICHMOND RD,RIVANNA,VA,22974,1,10 Mbps/1 Mbps,2016,510650201013008,37.983721,-78.320293,190567
CAF II,"CENTURYLINK, INC.",2854 SOUTHERN HILLS DR,NORTH GARDEN,VA,22959,2,10 Mbps/1 Mbps,2016,510030112022026,37.956531,-78.641307,190567
CAF II,"CENTURYLINK, INC.",2325 BROWNS GAP TPKE,CHARLOTTESVILLE,VA,22901,1,10 Mbps/1 Mbps,2016,510030101003063,38.099928,-78.65975,190567
CAF II,"CENTURYLINK, INC.",2445 BYBEE RD,LOUISA,VA,23093,1,10 Mbps/1 Mbps,2016,511099503003142,37.952399,-78.169957,190567
CAF II,"CENTURYLINK, INC.",1980 MALLORY RD,KENTS STORE,VA,23084,1,10 Mbps/1 Mbps,2016,511099504001042,37.935463,-78.117145,190567
CAF II,"CENTURYLINK, INC.",3866 LOUISA RD,KESWICK,VA,22947,3,10 Mbps/1 Mbps,2016,510030104013006,38.025408,-78.366256,190567
CAF II,"CENTURYLINK, INC.",1722 MALLORY RD,KENTS STORE,VA,23084,2,10 Mbps/1 Mbps,2016,511099504001042,37.932916,-78.12214,190567
CAF II,"CENTURYLINK, INC.",307 FERNCLIFF FARMS LN,KENTS STORE,VA,23084,1,10 Mbps/1 Mbps,2016,510650202001011,37.923311,-78.122275,190567
CAF II,"CENTURYLINK, INC.",5750 SECRETARYS SAND RD,ESMONT,VA,22937,1,10 Mbps/1 Mbps,2016,510030114004025,37.875708,-78.61368,190567
CAF II,"CENTURYLINK, INC.",APPROXIMATLEY 0.2 MILES E OF LOUISA RD & DAGROCK LN,RIVANNA,VA,22947,1,10 Mbps/1 Mbps,2016,510030104012052,38.060008,-78.290566,190567
CAF II,"CENTURYLINK, INC.",LESS THAN 0.1 MILES S OF VENABLE RD & VENABLE CREEK LN,PALMYRA,VA,23084,3,10 Mbps/1 Mbps,2015,510650202002010,37.880904,-78.145242,190567
CAF II,"CENTURYLINK, INC.",LESS THAN 0.1 MILES W OF HIGH WOODS RD & BATTLECREEK DR,STANLEY,VA,22851,1,10 Mbps/1 Mbps,2015,511390305001034,38.608361,-78.585689,190567
CAF II,"CENTURYLINK, INC.",LESS THAN 0.1 MILES S OF JAMES MADISON HWY & GRANDSTAFF TRL,COLUMBIA,VA,23022,3,10 Mbps/1 Mbps,2015,510650202004021,37.753892,-78.271331,190567
CAF II,"CENTURYLINK, INC.",4949 THACKERS LN,NORTH GARDEN,VA,22959,3,10 Mbps/1 Mbps,2016,510030112022055,37.932239,-78.673192,190567
CAF II,"CENTURYLINK, INC.",219 BEAVER POND RDG,TROY,VA,22974,1,10 Mbps/1 Mbps,2016,510650201013023,37.958704,-78.336152,190567
CAF II,"CENTURYLINK, INC.",46 SEMINOLE TRL,PALMYRA,VA,22963,2,10 Mbps/1 Mbps,2015,510650201021001,37.934505,-78.336901,190567
CAF II,"CENTURYLINK, INC.",5694 SECRETARYS SAND RD,ESMONT,VA,22937,1,10 Mbps/1 Mbps,2016,510030114004025,37.877826,-78.61236,190567
CAF II,"CENTURYLINK, INC.",658 BUNKER HILL LN,KESWICK,VA,22947,2,10 Mbps/1 Mbps,2016,510030104013024,38.023459,-78.347839,190567
CAF II,"CENTURYLINK, INC.",1496 RIDING CLUB RD,KEENE,VA,22946,1,10 Mbps/1 Mbps,2016,510030114001015,37.85119,-78.55153,190567
CAF II,"CENTURYLINK, INC.",LESS THAN 0.1 MILES SW OF RIDING CLUB RD & ESMONT RD,ESMONT,VA,22946,1,10 Mbps/1 Mbps,2016,510030114001024,37.853932,-78.564219,190567
CAF II,"CENTURYLINK, INC.",893 COURTHOUSE RD,PALMYRA,VA,22963,1,10 Mbps/1 Mbps,2015,510650202001107,37.858254,-78.248626,190567
